,degree_centrality
52316.0,0.003119290584198565
88837.0,0.0020052582326990777
35762.0,0.0031638518782585445
5068.0,0.003030167996078606
61127.0,0.0020943808208190367
96975.0,0.003921393877278196
61871.0,0.002584555055478811
16246.0,0.0025399937614188316
56087.0,0.0029856067020186264
38394.0,0.003297535760438483
58977.0,0.003030167996078606
18402.0,0.0031638518782585445
17813.0,0.0028964841138986674
25942.0,0.0028073615257787087
22418.0,0.0029856067020186264
78993.0,0.0020052582326990777
96502.0,0.002584555055478811
40565.0,0.0026291163495387906
43637.0,0.003030167996078606
30728.0,0.0026291163495387906
5001.0,0.0026291163495387906
77375,0.0003119290584198565
57400.0,0.0025399937614188316
38580,0.000445612940599795
57400,0.000267367764359877
47309.0,0.0034312196426184217
12164.0,0.0025399937614188316
62615.0,0.0032529744663785036
94213.0,0.002851922819838688
62615,0.000534735528719754
24380.0,0.002584555055478811
56218.0,0.002584555055478811
24380,0.00040105164653981553
48238.0,0.002406309879238893
67382.0,0.003030167996078606
12774.0,0.003297535760438483
12520.0,0.0019161356445791186
5353.0,0.00267367764359877
47738.0,0.002762800231718729
5353,0.0003119290584198565
32997.0,0.0031638518782585445
2771.0,0.0030747292901385855
61643.0,0.002495432467358852
5580.0,0.002941045407958647
30101.0,0.0031638518782585445
2035.0,0.003030167996078606
23181.0,0.002851922819838688
65732.0,0.003030167996078606
78258.0,0.0028073615257787087
16875,0.0003119290584198565
15515.0,0.0021835034089389953
12630.0,0.002584555055478811
69398.0,0.00267367764359877
59887.0,0.002406309879238893
5039.0,0.003030167996078606
62377.0,0.0027182389376587497
30886.0,0.002584555055478811
35774.0,0.002584555055478811
88821.0,0.0025399937614188316
39733.0,0.002584555055478811
76546.0,0.002495432467358852
28669.0,0.0027182389376587497
4840.0,0.0022726259970589544
13019.0,0.0023617485851789135
93426.0,0.0028073615257787087
86819.0,0.002584555055478811
75833.0,0.002228064702998975
86819,0.000356490352479836
94958.0,0.0032084131723185243
2071.0,0.002762800231718729
17056.0,0.002584555055478811
23625.0,0.0022726259970589544
79656.0,0.001871574350519139
87332.0,0.002495432467358852
74519.0,0.0020943808208190367
77195.0,0.0022726259970589544
62474.0,0.003030167996078606
13613.0,0.003119290584198565
24639.0,0.002762800231718729
46494.0,0.002584555055478811
58032.0,0.002406309879238893
46494,0.0004901742346597745
48254.0,0.002762800231718729
8166.0,0.002941045407958647
17419.0,0.002941045407958647
93694.0,0.0021835034089389953
66859.0,0.002851922819838688
62183.0,0.0025399937614188316
94941.0,0.003119290584198565
60260.0,0.002762800231718729
4106.0,0.002406309879238893
98574.0,0.00267367764359877
72758.0,0.0032084131723185243
24172,0.0007575419990196515
45334.0,0.002317187291118934
23265.0,0.0029856067020186264
45334,0.00040105164653981553
26646.0,0.003297535760438483
4081.0,0.00267367764359877
62429.0,0.0023617485851789135
44608.0,0.003030167996078606
3575.0,0.002851922819838688
84496.0,0.002762800231718729
37897.0,0.00267367764359877
86161.0,0.0027182389376587497
84803.0,0.002495432467358852
32891.0,0.0027182389376587497
64691.0,0.0035203422307383807
14850.0,0.0031638518782585445
84051.0,0.0028073615257787087
63529.0,0.0025399937614188316
64200.0,0.0027182389376587497
87768.0,0.0029856067020186264
21174.0,0.0028073615257787087
88203.0,0.0028964841138986674
71201.0,0.0023617485851789135
76906.0,0.002762800231718729
71201,0.0003119290584198565
66869.0,0.0027182389376587497
35535.0,0.002762800231718729
25361.0,0.0023617485851789135
58870.0,0.0028964841138986674
95000.0,0.0025399937614188316
95000,0.000178245176239918
65280.0,0.002762800231718729
98220.0,0.00267367764359877
66869,0.000445612940599795
39399.0,0.0029856067020186264
40610.0,0.0028073615257787087
10078.0,0.0020052582326990777
24592.0,0.002851922819838688
60419.0,0.002317187291118934
95749.0,0.003386658348558442
65280,0.0003119290584198565
67693.0,0.002317187291118934
47306.0,0.0025399937614188316
42773.0,0.0028073615257787087
10147.0,0.0027182389376587497
14877.0,0.0030747292901385855
17294.0,0.0027182389376587497
48713.0,0.0022726259970589544
8180,8.9122588119959e-05
27971.0,0.0022726259970589544
11137.0,0.0028073615257787087
27971,0.000267367764359877
6211.0,0.003119290584198565
53532.0,0.002762800231718729
2116.0,0.0024508711732988725
21230.0,0.003386658348558442
60345.0,0.0032084131723185243
75219.0,0.0025399937614188316
40903.0,0.00267367764359877
74654,0.000356490352479836
90304.0,0.003475780936678401
73292.0,0.003297535760438483
49889.0,0.003297535760438483
34054.0,0.0027182389376587497
68592,0.0002228064702998975
81455.0,0.00267367764359877
89631.0,0.0028073615257787087
76758.0,0.0028073615257787087
24035.0,0.002762800231718729
58346.0,0.0028964841138986674
17213.0,0.002495432467358852
53367.0,0.003030167996078606
50783.0,0.003297535760438483
85270.0,0.002851922819838688
54369.0,0.0028073615257787087
91908.0,0.002584555055478811
48463.0,0.0027182389376587497
81650.0,0.002762800231718729
97981,0.000356490352479836
21164.0,0.003119290584198565
13299.0,0.002584555055478811
3638.0,0.0027182389376587497
3638,0.0003119290584198565
80626.0,0.00267367764359877
5319.0,0.002851922819838688
85917.0,0.0034312196426184217
10514.0,0.0031638518782585445
14097.0,0.0029856067020186264
10514,0.000445612940599795
70965.0,0.0023617485851789135
99325.0,0.00267367764359877
51091.0,0.0022726259970589544
85270,0.00040105164653981553
16210.0,0.002851922819838688
26937.0,0.00267367764359877
9724.0,0.0028073615257787087
74469.0,0.0020943808208190367
99326.0,0.0036094648188583394
99326,0.0003119290584198565
46872.0,0.0026291163495387906
62659.0,0.002762800231718729
77183.0,0.002406309879238893
96882.0,0.002584555055478811
66623.0,0.0028073615257787087
24889.0,0.002584555055478811
69562.0,0.0023617485851789135
19328.0,0.0028073615257787087
81946.0,0.002941045407958647
77458.0,0.0032529744663785036
94981.0,0.0032529744663785036
23514.0,0.002495432467358852
49222.0,0.0033420970544984626
29529.0,0.002406309879238893
50536.0,0.0032529744663785036
81316,0.0006684194108996925
75621.0,0.00267367764359877
54297.0,0.001960696938639098
70478.0,0.002495432467358852
50709.0,0.002762800231718729
70478,0.000445612940599795
58523.0,0.003030167996078606
30885.0,0.0030747292901385855
39131.0,0.003030167996078606
37633.0,0.0030747292901385855
96425.0,0.002941045407958647
4759.0,0.0032529744663785036
35837.0,0.002406309879238893
21937.0,0.0027182389376587497
4820.0,0.00267367764359877
83485,0.00040105164653981553
5805.0,0.0027182389376587497
3017.0,0.0027182389376587497
89596.0,0.0024508711732988725
62970.0,0.0019161356445791186
46519.0,0.002584555055478811
69906,0.0003119290584198565
21088.0,0.0027182389376587497
62987.0,0.0023617485851789135
52969.0,0.002495432467358852
66623,0.0004901742346597745
91393.0,0.002138942114879016
33486.0,0.0025399937614188316
55827,0.0004901742346597745
55827.0,0.0026291163495387906
66020.0,0.0028964841138986674
3615.0,0.0028964841138986674
19236.0,0.0024508711732988725
24223.0,0.0023617485851789135
89459.0,0.0028073615257787087
100827.0,0.0023617485851789135
74123.0,0.00267367764359877
11167.0,0.0026291163495387906
91110.0,0.002851922819838688
91110,0.0005792968227797335
80654.0,0.0031638518782585445
47286.0,0.0026291163495387906
70819.0,0.002851922819838688
19641.0,0.0028073615257787087
68290.0,0.003030167996078606
9925.0,0.0028964841138986674
23162.0,0.002228064702998975
84070.0,0.00267367764359877
84136.0,0.0030747292901385855
84070,0.0006684194108996925
38433.0,0.0029856067020186264
52272.0,0.003386658348558442
64184.0,0.0026291163495387906
52012.0,0.0032529744663785036
38625.0,0.002584555055478811
53693.0,0.002941045407958647
44898.0,0.0030747292901385855
49480.0,0.0028964841138986674
70830.0,0.002495432467358852
49480,0.0003119290584198565
52415.0,0.0030747292901385855
38625,0.000356490352479836
52415,0.000534735528719754
81402.0,0.002851922819838688
72919.0,0.0032084131723185243
23033,0.0006684194108996925
31840.0,0.0032084131723185243
7446.0,0.0023617485851789135
67338.0,0.0029856067020186264
98065.0,0.002941045407958647
83164.0,0.0032529744663785036
53066.0,0.0032084131723185243
95009.0,0.002406309879238893
14634.0,0.002851922819838688
29926.0,0.0021835034089389953
71809.0,0.0025399937614188316
96660.0,0.002941045407958647
85362.0,0.0028964841138986674
85362,0.0002228064702998975
17185.0,0.003119290584198565
72438.0,0.0030747292901385855
26146.0,0.002762800231718729
32827.0,0.0028964841138986674
56325.0,0.0028964841138986674
4840,0.0002228064702998975
13798.0,0.0024508711732988725
92463.0,0.003119290584198565
99363.0,0.0027182389376587497
92463,0.000267367764359877
77253.0,0.002584555055478811
15867.0,0.0032084131723185243
67005.0,0.0031638518782585445
45642.0,0.0024508711732988725
84905.0,0.0033420970544984626
24515.0,0.002228064702998975
65478.0,0.0029856067020186264
45477.0,0.002317187291118934
63180.0,0.0028964841138986674
45102.0,0.0024508711732988725
92977.0,0.0029856067020186264
62116.0,0.0026291163495387906
48013.0,0.0025399937614188316
16503.0,0.002941045407958647
77753.0,0.0026291163495387906
90745.0,0.002584555055478811
32413.0,0.0031638518782585445
8830,0.0003119290584198565
16634.0,0.0026291163495387906
16634,0.000178245176239918
81911.0,0.00267367764359877
77753,0.0003119290584198565
12148.0,0.0031638518782585445
25192.0,0.002851922819838688
70215.0,0.0031638518782585445
32146.0,0.002406309879238893
46451.0,0.0029856067020186264
24232.0,0.003030167996078606
14272.0,0.002584555055478811
16183.0,0.0028964841138986674
16503,0.0003119290584198565
25192,0.000445612940599795
24059.0,0.0021835034089389953
70982.0,0.0029856067020186264
12673.0,0.00267367764359877
97241.0,0.0024508711732988725
29401.0,0.0026291163495387906
4630,0.000267367764359877
52883,0.000267367764359877
56646.0,0.002228064702998975
6627.0,0.0024508711732988725
68398.0,0.003386658348558442
48375.0,0.0023617485851789135
52883.0,0.002495432467358852
10913.0,0.0032084131723185243
66931.0,0.0028964841138986674
21178.0,0.0021835034089389953
37094.0,0.00267367764359877
95744.0,0.002941045407958647
39565.0,0.0025399937614188316
71000.0,0.002049819526759057
81825.0,0.0027182389376587497
80068.0,0.0024508711732988725
84858,0.0003119290584198565
7984.0,0.002138942114879016
37425.0,0.003119290584198565
51811.0,0.002495432467358852
51751.0,0.003030167996078606
85062.0,0.0028964841138986674
92710.0,0.0025399937614188316
95478.0,0.003475780936678401
78078.0,0.003119290584198565
95478,0.0004901742346597745
11570.0,0.0028964841138986674
42994.0,0.003030167996078606
11570,0.0005792968227797335
69352.0,0.0030747292901385855
40683.0,0.0024508711732988725
27548.0,0.00267367764359877
89249.0,0.002851922819838688
1332,0.000445612940599795
63918.0,0.0026291163495387906
96595.0,0.0024508711732988725
22425.0,0.0035203422307383807
33714.0,0.0028073615257787087
60674.0,0.0026291163495387906
62964.0,0.002851922819838688
21686.0,0.002495432467358852
95802.0,0.003030167996078606
47299.0,0.0023617485851789135
73878.0,0.0031638518782585445
25657.0,0.002406309879238893
99812.0,0.0017378904683392005
50372,0.000623858116839713
29600.0,0.002584555055478811
5445,0.0005792968227797335
21007.0,0.002317187291118934
56132.0,0.0028073615257787087
62417.0,0.002584555055478811
70939.0,0.0028964841138986674
36353.0,0.0028964841138986674
66261.0,0.0028073615257787087
9399.0,0.0028073615257787087
97069.0,0.002941045407958647
59131.0,0.0030747292901385855
33557.0,0.003297535760438483
11734.0,0.0023617485851789135
34168.0,0.0025399937614188316
48753.0,0.002941045407958647
48650.0,0.002762800231718729
84613.0,0.0029856067020186264
84363.0,0.002317187291118934
28476.0,0.003119290584198565
28476,0.000445612940599795
60871.0,0.0029856067020186264
37200.0,0.0028073615257787087
61083.0,0.003297535760438483
91392,0.000534735528719754
12069.0,0.0020943808208190367
26150.0,0.002584555055478811
81855.0,0.0029856067020186264
46548.0,0.002941045407958647
87886.0,0.002584555055478811
37918.0,0.0027182389376587497
32108.0,0.0024508711732988725
27892.0,0.0029856067020186264
11099.0,0.0026291163495387906
11099,0.000356490352479836
55030.0,0.0024508711732988725
74697.0,0.002762800231718729
10826.0,0.0023617485851789135
52132,0.0002228064702998975
87372.0,0.00267367764359877
22188.0,0.002406309879238893
94142.0,0.0024508711732988725
37025,0.000445612940599795
38031.0,0.00267367764359877
36179.0,0.0021835034089389953
67016.0,0.002406309879238893
7292.0,0.0027182389376587497
12359.0,0.0027182389376587497
58223.0,0.0028073615257787087
58223,0.0004901742346597745
45087.0,0.0028073615257787087
23883.0,0.0024508711732988725
93787.0,0.0022726259970589544
83719.0,0.0026291163495387906
100618.0,0.0025399937614188316
49205.0,0.002941045407958647
100094.0,0.002138942114879016
49205,0.0004901742346597745
27338.0,0.002049819526759057
57389.0,0.002584555055478811
18545.0,0.0028964841138986674
79175.0,0.0027182389376587497
18545,0.00040105164653981553
2641.0,0.0028073615257787087
27780,0.000267367764359877
31018.0,0.0023617485851789135
55052.0,0.0036985874069782984
65649.0,0.002851922819838688
33591.0,0.002228064702998975
43379.0,0.0026291163495387906
49125.0,0.0022726259970589544
59511.0,0.002584555055478811
2767.0,0.002941045407958647
58170.0,0.002406309879238893
83741.0,0.0029856067020186264
70709.0,0.0026291163495387906
15838.0,0.002584555055478811
11124.0,0.0025399937614188316
59444.0,0.00267367764359877
20486.0,0.002851922819838688
96085.0,0.0028964841138986674
55024.0,0.0028964841138986674
43398.0,0.0034312196426184217
96085,0.000356490352479836
14547.0,0.0024508711732988725
53878,0.000178245176239918
43896.0,0.002584555055478811
25097.0,0.0022726259970589544
91010.0,0.0027182389376587497
59352.0,0.002495432467358852
29708.0,0.002138942114879016
44863.0,0.003119290584198565
53734.0,0.002406309879238893
94394.0,0.002762800231718729
47602.0,0.0028073615257787087
5511.0,0.002317187291118934
19147.0,0.002317187291118934
95872,0.000534735528719754
23119.0,0.0024508711732988725
84251.0,0.0024508711732988725
44012.0,0.002584555055478811
36227.0,0.002228064702998975
26091.0,0.0029856067020186264
29211.0,0.002495432467358852
7120.0,0.003119290584198565
29491.0,0.0026291163495387906
9088.0,0.0029856067020186264
77400.0,0.002584555055478811
47856.0,0.003119290584198565
65612.0,0.0019161356445791186
23004.0,0.0025399937614188316
44370.0,0.002851922819838688
66136.0,0.002495432467358852
28313.0,0.002406309879238893
30350.0,0.002762800231718729
39316.0,0.002317187291118934
88148.0,0.00267367764359877
100489.0,0.002495432467358852
72766.0,0.002851922819838688
84535.0,0.0023617485851789135
44068.0,0.003654026112918319
91761.0,0.002762800231718729
25275,0.0003119290584198565
11821.0,0.00267367764359877
63862.0,0.0021835034089389953
23585.0,0.0025399937614188316
39316,0.0003119290584198565
18565,0.0003119290584198565
20099.0,0.002851922819838688
60476.0,0.002406309879238893
25551.0,0.002851922819838688
47890.0,0.002495432467358852
25551,0.000534735528719754
90105.0,0.003119290584198565
6293.0,0.0023617485851789135
75868.0,0.003119290584198565
55897,0.0002228064702998975
16802.0,0.002584555055478811
11211.0,0.0028073615257787087
86381.0,0.002941045407958647
31726.0,0.002851922819838688
57549.0,0.0027182389376587497
100608.0,0.0034312196426184217
33112.0,0.002495432467358852
44517.0,0.0024508711732988725
71627.0,0.0019161356445791186
94272.0,0.00267367764359877
55658.0,0.001515083998039303
44346.0,0.0031638518782585445
1784.0,0.0028073615257787087
98898.0,0.0029856067020186264
80950.0,0.0026291163495387906
3083.0,0.00267367764359877
45835.0,0.0024508711732988725
18035.0,0.0026291163495387906
63564.0,0.0028964841138986674
81912.0,0.002406309879238893
94547.0,0.00267367764359877
21278.0,0.003030167996078606
29642,0.0001336838821799385
80661.0,0.002851922819838688
8556.0,0.00267367764359877
27168.0,0.0028964841138986674
6059.0,0.002317187291118934
10592.0,0.0027182389376587497
88122.0,0.003475780936678401
27594.0,0.002762800231718729
11662.0,0.0027182389376587497
76135,0.00040105164653981553
76710.0,0.002851922819838688
86558.0,0.0019161356445791186
32991.0,0.002317187291118934
63564,0.0005792968227797335
23110.0,0.0021835034089389953
96340.0,0.002584555055478811
15418.0,0.002406309879238893
9508.0,0.0027182389376587497
81014.0,0.002762800231718729
98373.0,0.00267367764359877
31650.0,0.0029856067020186264
46421.0,0.002941045407958647
27135.0,0.0030747292901385855
54640.0,0.003030167996078606
66387.0,0.002851922819838688
53471.0,0.0032084131723185243
23393.0,0.002941045407958647
25859.0,0.00267367764359877
39527.0,0.0032084131723185243
57064.0,0.002406309879238893
94332.0,0.002851922819838688
35238.0,0.0034312196426184217
34218.0,0.002406309879238893
66335.0,0.003030167996078606
62428.0,0.0024508711732988725
16274.0,0.0028964841138986674
41467.0,0.002138942114879016
60376.0,0.002762800231718729
62873.0,0.002851922819838688
60376,0.000356490352479836
71920.0,0.0025399937614188316
61630.0,0.0026291163495387906
69710.0,0.0028964841138986674
46816.0,0.002406309879238893
74081.0,0.0021835034089389953
60126.0,0.003297535760438483
98590.0,0.0019161356445791186
16544.0,0.0029856067020186264
36570.0,0.0025399937614188316
71821.0,0.0028073615257787087
36570,0.00040105164653981553
31832.0,0.003386658348558442
30050.0,0.0032084131723185243
56012.0,0.0022726259970589544
40137.0,0.0028964841138986674
39083.0,0.0027182389376587497
90620.0,0.0028964841138986674
26534.0,0.002941045407958647
83998.0,0.0028964841138986674
64304.0,0.002317187291118934
10004.0,0.0030747292901385855
35189.0,0.0034312196426184217
48124.0,0.002851922819838688
59816.0,0.00267367764359877
84472.0,0.003030167996078606
32635.0,0.003475780936678401
82011.0,0.0033420970544984626
91264.0,0.002851922819838688
92626,0.0004901742346597745
56726.0,0.002851922819838688
73011.0,0.003030167996078606
25745.0,0.002406309879238893
36798.0,0.00178245176239918
42725.0,0.002851922819838688
92626.0,0.0028073615257787087
2030.0,0.0022726259970589544
60056.0,0.00267367764359877
52731.0,0.0025399937614188316
94164.0,0.003030167996078606
4767.0,0.0026291163495387906
4767,0.0002228064702998975
63150.0,0.003119290584198565
49174.0,0.0028964841138986674
97832.0,0.002317187291118934
56482.0,0.0024508711732988725
81434.0,0.002762800231718729
36291.0,0.0026291163495387906
16709.0,0.0028073615257787087
36291,0.00040105164653981553
29008.0,0.0028964841138986674
46835.0,0.00267367764359877
8568.0,0.00267367764359877
46835,0.000356490352479836
18371,0.0003119290584198565
76107.0,0.0028964841138986674
23819.0,0.0025399937614188316
76107,0.00040105164653981553
7143.0,0.002495432467358852
6892.0,0.0028073615257787087
4838.0,0.0032529744663785036
98751.0,0.0027182389376587497
82886.0,0.0027182389376587497
27204.0,0.0027182389376587497
16209,0.000623858116839713
17946.0,0.0028964841138986674
36919.0,0.0027182389376587497
55069.0,0.0031638518782585445
8306.0,0.003030167996078606
4301.0,0.0023617485851789135
10696.0,0.0027182389376587497
68836.0,0.002941045407958647
2288.0,0.0030747292901385855
97337.0,0.00267367764359877
23829,0.000356490352479836
82796.0,0.0022726259970589544
54151.0,0.002941045407958647
47911.0,0.0027182389376587497
54151,0.000445612940599795
6468.0,0.0021835034089389953
41130.0,0.0022726259970589544
47006.0,0.002762800231718729
59100.0,0.0024508711732988725
77369.0,0.00356490352479836
58969.0,0.00267367764359877
60326.0,0.0020943808208190367
17857.0,0.002495432467358852
65427.0,0.002495432467358852
93528.0,0.002851922819838688
31596.0,0.0028964841138986674
39589.0,0.0034312196426184217
33047.0,0.0028073615257787087
67603.0,0.002495432467358852
36350.0,0.0027182389376587497
34672.0,0.002406309879238893
53737.0,0.002495432467358852
15929.0,0.0028964841138986674
67440.0,0.002762800231718729
69330.0,0.0027182389376587497
45115.0,0.0023617485851789135
78780.0,0.002138942114879016
32808.0,0.0027182389376587497
92097.0,0.0024508711732988725
28887.0,0.0025399937614188316
12387.0,0.0026291163495387906
43215.0,0.0032529744663785036
72745.0,0.003030167996078606
35159.0,0.0032529744663785036
21667.0,0.00356490352479836
77297,0.000356490352479836
79121.0,0.002762800231718729
16020.0,0.0026291163495387906
63594.0,0.002762800231718729
100947.0,0.0031638518782585445
97152.0,0.0026291163495387906
1910.0,0.0031638518782585445
49284.0,0.002406309879238893
54824,0.000445612940599795
65634.0,0.003030167996078606
78067.0,0.00267367764359877
22336.0,0.002762800231718729
10140,0.000445612940599795
65781.0,0.002495432467358852
20786.0,0.00356490352479836
69286.0,0.0028964841138986674
3285.0,0.002851922819838688
1570,0.00040105164653981553
63335.0,0.0025399937614188316
63335,0.0004901742346597745
97632.0,0.003030167996078606
37530.0,0.002406309879238893
91409.0,0.0024508711732988725
15184.0,0.0024508711732988725
71190.0,0.0021835034089389953
92018.0,0.0026291163495387906
38419.0,0.003386658348558442
66699.0,0.002851922819838688
73196.0,0.0030747292901385855
30129.0,0.002584555055478811
73196,0.0004901742346597745
5058.0,0.002941045407958647
36426.0,0.0032084131723185243
20769.0,0.002317187291118934
54977.0,0.002851922819838688
18252.0,0.0025399937614188316
29051.0,0.0027182389376587497
81529.0,0.0027182389376587497
80083.0,0.0024508711732988725
61897.0,0.0028964841138986674
61897,0.00040105164653981553
28085.0,0.002584555055478811
32498.0,0.002317187291118934
1390,0.000445612940599795
78628.0,0.002762800231718729
95783.0,0.0023617485851789135
32221.0,0.002495432467358852
73951.0,0.003030167996078606
2236.0,0.002851922819838688
73951,0.0005792968227797335
96177.0,0.0027182389376587497
7234.0,0.002228064702998975
76492.0,0.0033420970544984626
7234,0.000178245176239918
17947.0,0.00267367764359877
73684.0,0.002495432467358852
55744.0,0.002317187291118934
29699.0,0.002762800231718729
29677.0,0.002049819526759057
24547.0,0.002941045407958647
35960.0,0.0026291163495387906
52083.0,0.003119290584198565
35960,0.0004901742346597745
20746.0,0.002228064702998975
12542.0,0.003119290584198565
43814.0,0.0033420970544984626
59712.0,0.002584555055478811
76588.0,0.00267367764359877
100988.0,0.002941045407958647
31303.0,0.003119290584198565
100988,0.000623858116839713
67962.0,0.0030747292901385855
31303,0.0007575419990196515
39688.0,0.0032084131723185243
66581.0,0.0028073615257787087
17938.0,0.0031638518782585445
89980.0,0.002762800231718729
84510,0.000445612940599795
93867.0,0.0029856067020186264
89980,0.0003119290584198565
59180.0,0.0028073615257787087
95001.0,0.00267367764359877
52790.0,0.002851922819838688
65119.0,0.00267367764359877
96107.0,0.003030167996078606
93765.0,0.002762800231718729
78494,0.000267367764359877
36648.0,0.0025399937614188316
64772.0,0.0021835034089389953
6459.0,0.0026291163495387906
69639.0,0.003475780936678401
52029,0.0004901742346597745
37014.0,0.002406309879238893
97923.0,0.00267367764359877
57609.0,0.002941045407958647
34409.0,0.002851922819838688
27406.0,0.002941045407958647
48217.0,0.0028073615257787087
25075,0.0005792968227797335
82912.0,0.0020052582326990777
85200.0,0.0028073615257787087
48449.0,0.0023617485851789135
18827.0,0.0027182389376587497
15613.0,0.00267367764359877
50744.0,0.0029856067020186264
17434.0,0.002941045407958647
13642,0.000267367764359877
45728.0,0.002584555055478811
75305.0,0.0027182389376587497
67827.0,0.003386658348558442
44648.0,0.0025399937614188316
23329.0,0.0028073615257787087
93938,0.000178245176239918
73858.0,0.002317187291118934
42977.0,0.0026291163495387906
90784.0,0.0029856067020186264
27697.0,0.002941045407958647
56458.0,0.0023617485851789135
52986,0.000445612940599795
42383.0,0.002584555055478811
95132.0,0.0028964841138986674
43447.0,0.002851922819838688
81963.0,0.0025399937614188316
76757.0,0.003119290584198565
18153.0,0.002941045407958647
84131.0,0.002406309879238893
69639,0.000356490352479836
52742.0,0.002851922819838688
28242.0,0.002851922819838688
28242,0.000356490352479836
50513.0,0.0024508711732988725
58008.0,0.0026291163495387906
83210.0,0.0028964841138986674
71496.0,0.002228064702998975
42134.0,0.003030167996078606
87098.0,0.00267367764359877
26847.0,0.002317187291118934
28399.0,0.002495432467358852
36460.0,0.002138942114879016
4571.0,0.002049819526759057
95578.0,0.0026291163495387906
9360.0,0.003119290584198565
33571.0,0.0032084131723185243
23872.0,0.002762800231718729
16045,0.000623858116839713
94879.0,0.0032529744663785036
92551.0,0.0030747292901385855
84262.0,0.002495432467358852
39637.0,0.002317187291118934
3890.0,0.0027182389376587497
89140.0,0.002851922819838688
38020.0,0.0034312196426184217
85983.0,0.003297535760438483
40598.0,0.002762800231718729
21960.0,0.00267367764359877
22432.0,0.0023617485851789135
95543.0,0.002762800231718729
36150.0,0.0034312196426184217
2137.0,0.0027182389376587497
81785.0,0.002584555055478811
70299.0,0.0020052582326990777
66064.0,0.001515083998039303
66064,0.0001336838821799385
19143.0,0.002762800231718729
1835.0,0.0032529744663785036
98491.0,0.0027182389376587497
71049.0,0.003297535760438483
1357.0,0.0024508711732988725
35307.0,0.0030747292901385855
56961.0,0.00267367764359877
76287.0,0.0025399937614188316
21822.0,0.0027182389376587497
4930.0,0.0026291163495387906
83454.0,0.0028073615257787087
59639.0,0.002851922819838688
82490.0,0.002851922819838688
76974.0,0.0028073615257787087
76974,0.00040105164653981553
59828.0,0.0030747292901385855
92416.0,0.002317187291118934
85169,0.0004901742346597745
88603.0,0.00267367764359877
13023.0,0.002495432467358852
40382,0.000712980704959672
44661.0,0.0029856067020186264
44661,0.000623858116839713
50725.0,0.002138942114879016
49153.0,0.0028964841138986674
31834.0,0.00267367764359877
64291.0,0.001871574350519139
90829.0,0.002495432467358852
92721.0,0.0029856067020186264
92175.0,0.0032084131723185243
46422,0.0002228064702998975
43369.0,0.002851922819838688
17360.0,0.00267367764359877
73953.0,0.002762800231718729
29264.0,0.002762800231718729
100805.0,0.002941045407958647
66200.0,0.002495432467358852
36540.0,0.002851922819838688
47140.0,0.00267367764359877
46779.0,0.0031638518782585445
81218.0,0.002495432467358852
18161.0,0.0027182389376587497
3694.0,0.002406309879238893
75501.0,0.002584555055478811
100159.0,0.00267367764359877
94497.0,0.0021835034089389953
63380,0.00040105164653981553
55772.0,0.0020943808208190367
62047.0,0.0025399937614188316
63927.0,0.0028073615257787087
41275.0,0.0032529744663785036
78110.0,0.0027182389376587497
78110,0.000445612940599795
55586.0,0.0026291163495387906
29141.0,0.002762800231718729
98847.0,0.0024508711732988725
5412.0,0.0028964841138986674
25240.0,0.003119290584198565
100324.0,0.002584555055478811
97728.0,0.002317187291118934
9186.0,0.002406309879238893
57079.0,0.002049819526759057
51989.0,0.002851922819838688
86698.0,0.0028073615257787087
97867.0,0.0024508711732988725
20148.0,0.0027182389376587497
57450.0,0.00267367764359877
60919.0,0.0021835034089389953
45008,0.000356490352479836
6406.0,0.002228064702998975
22345.0,0.0020052582326990777
6406,0.000267367764359877
24931.0,0.0027182389376587497
4403.0,0.0029856067020186264
68037.0,0.0032529744663785036
27887.0,0.003030167996078606
68037,0.0005792968227797335
78673.0,0.002762800231718729
54728.0,0.0023617485851789135
59631.0,0.0021835034089389953
71763.0,0.002495432467358852
59846.0,0.003119290584198565
62608.0,0.0028073615257787087
79896.0,0.0032084131723185243
21922.0,0.002941045407958647
79896,0.0004901742346597745
90388.0,0.002495432467358852
99335.0,0.0022726259970589544
95880.0,0.002228064702998975
92848.0,0.0028964841138986674
53181.0,0.0020943808208190367
24570.0,0.002584555055478811
24570,0.000534735528719754
95719.0,0.0024508711732988725
82687.0,0.0025399937614188316
74285.0,0.002495432467358852
34196.0,0.0024508711732988725
79033.0,0.0028073615257787087
52122.0,0.0031638518782585445
86503.0,0.002851922819838688
72789.0,0.0028964841138986674
96051.0,0.0020943808208190367
45092.0,0.003475780936678401
80073.0,0.0025399937614188316
41657.0,0.0020943808208190367
100640.0,0.002762800231718729
71988.0,0.0028964841138986674
69698.0,0.0032529744663785036
31693,0.00040105164653981553
49136.0,0.0028073615257787087
33155,0.000445612940599795
90749.0,0.0026291163495387906
90749,0.00040105164653981553
23776.0,0.0028964841138986674
34874.0,0.003297535760438483
1087.0,0.002851922819838688
80492.0,0.0030747292901385855
51379,0.000356490352479836
50562.0,0.0028073615257787087
37490.0,0.0023617485851789135
19036.0,0.0021835034089389953
55334,0.00040105164653981553
90817.0,0.0022726259970589544
53703.0,0.002762800231718729
90817,0.0003119290584198565
59055.0,0.0028073615257787087
57652,0.0004901742346597745
34291,0.000178245176239918
60852.0,0.002762800231718729
16482,0.000445612940599795
25210.0,0.002228064702998975
78389.0,0.0026291163495387906
