user_id,FASHIONABLE_SPORTSWARE_SHOP,TRAINER_SHOP,SPORT_SHOP,RUNNING_SHOP,GREENGROCER,GYM,positive_spend,TAKEAWAY,CHINESE_TAKEAWAY,TAKEAWAY_CURRY,LIQUORE_STORE,WHISKEY_SHOP,WINE_CELLAR,WINE_BAR,WHISKEY_BAR,PUB,G&T_BAR,COCKTAIL_BAR,LOCAL_WATERING_HOLE,BAR,LOCAL_PUB,KEBAB_SHOP,negative_spend,net_spend
87765,0.0,0.0,0.0,0.0,1193.3700000000001,0.0,1193.3700000000001,0.0,0.0,0.0,0,0.0,49.99,442.5,660.0,743.0,571.0,501.0,131.0,567.5,0.0,20.0,3685.99,-2492.62
1631,0.0,0.0,94.0,0.0,1099.18,0.0,1193.18,395.71999999999997,293.07,128.78,0,0.0,83.99,381.5,418.0,914.77,412.5,358.5,252.0,650.5,141.82999999999998,240.0,4671.16,-3477.9799999999996
94908,0.0,0.0,0.0,0.0,1192.99,0.0,1192.99,213.67,293.66999999999996,127.75,0,9.0,91.98,167.0,22.5,1681.25,71.0,43.0,1398.5,1418.5,332.04,34.0,5903.86,-4710.87
50477,0.0,0.0,0.0,0.0,1192.91,0.0,1192.91,179.39,123.88,185.5,0,44.98,9.0,62.0,80.5,1593.63,73.0,73.5,1273.5,934.5,153.88,34.5,4821.76,-3628.8500000000004
38986,0.0,0.0,0.0,0.0,1192.62,0.0,1192.62,251.63,252.86,330.21,0,12.0,0.0,88.5,145.5,1344.66,126.0,57.5,813.0,960.5,238.57,14.0,4634.93,-3442.3100000000004
1736,0.0,0.0,0.0,0.0,1192.3700000000001,0.0,1192.3700000000001,171.22,478.99,270.81,0,9.0,0.0,75.0,0.0,1261.28,100.0,12.0,793.5,940.5,308.58,8.5,4429.38,-3237.01
77214,427.0,175.0,227.0,123.0,0.0,240.0,1192.0,212.64,280.4,302.25,0,0.0,119.97,375.0,601.5,758.63,429.5,565.0,196.5,665.5,180.2,275.0,4962.089999999999,-3770.0899999999992
27296,0.0,0.0,0.0,0.0,1191.6,0.0,1191.6,354.3,295.51,223.06,0,0.0,41.989999999999995,404.5,433.5,1136.1,307.0,463.0,375.0,756.5,203.67,9.0,5003.13,-3811.53
90304,0.0,0.0,0.0,0.0,1191.54,0.0,1191.54,0.0,0.0,0.0,0,49.99,0.0,21.0,56.0,1352.0,26.5,42.5,1044.5,1000.0,0.0,14.5,3606.99,-2415.45
93614,55.0,0.0,0.0,0.0,1136.32,0.0,1191.32,254.70000000000002,88.77,250.82,0,42.98,214.95,59.0,109.5,1481.64,103.0,48.0,1285.5,1288.0,373.27,223.5,5823.630000000001,-4632.310000000001
77400,0.0,0.0,0.0,0.0,1191.23,0.0,1191.23,368.78,328.99,401.63,0,74.99,49.99,59.0,66.0,1200.25,41.5,112.5,1062.0,1031.0,207.76,253.0,5257.39,-4066.1600000000003
24831,0.0,0.0,0.0,0.0,1190.83,0.0,1190.83,358.15999999999997,288.39,150.0,0,0.0,49.99,0.0,0.0,1103.11,0.0,0.0,851.0,876.0,249.59,13.5,3939.74,-2748.91
42977,0.0,0.0,0.0,0.0,1190.75,0.0,1190.75,293.05,283.88,365.09000000000003,0,0.0,24.99,51.5,58.0,1342.44,31.5,79.5,1014.5,749.0,345.31,0.0,4638.760000000001,-3448.010000000001
55567,0.0,0.0,0.0,0.0,1190.48,0.0,1190.48,318.78,258.77,449.79,0,12.0,29.99,547.0,492.0,1155.03,375.5,490.5,442.0,926.0,415.93,247.5,6160.79,-4970.3099999999995
93952,0.0,0.0,0.0,0.0,1190.23,0.0,1190.23,249.19,110.41999999999999,129.59,0,0.0,79.98,53.0,37.5,1707.89,83.0,55.0,1135.5,1231.5,94.28,214.0,5180.849999999999,-3990.6199999999994
88637,0.0,0.0,0.0,0.0,1190.12,0.0,1190.12,502.47,156.13,265.92,0,49.98,0.0,44.0,33.0,1283.21,11.0,58.0,1156.5,1223.5,210.82,18.0,5012.53,-3822.41
98847,0.0,0.0,0.0,0.0,1190.11,0.0,1190.11,401.84000000000003,161.42,201.82999999999998,0,49.99,154.95999999999998,52.5,39.0,1123.93,45.0,27.0,778.0,681.5,204.9,246.5,4168.370000000001,-2978.260000000001
96188,30.0,191.0,235.0,494.0,0.0,240.0,1190.0,306.33,327.56,436.54,0,64.97,74.99,0.0,0.0,1594.43,15.5,47.0,1250.5,1314.0,74.69,6.0,5512.509999999999,-4322.509999999999
6361,132.0,101.0,533.0,184.0,0.0,240.0,1190.0,362.85,256.32,430.2,0,104.97999999999999,49.99,471.0,431.5,1136.96,526.0,278.5,186.0,515.5,169.39,35.0,4954.1900000000005,-3764.1900000000005
98346,0.0,0.0,0.0,0.0,1189.94,0.0,1189.94,195.71,432.05,209.8,0,0.0,0.0,0.0,38.0,1419.45,0.0,15.5,1081.0,1144.0,274.7,13.0,4823.21,-3633.27
62580,0.0,0.0,0.0,67.0,1122.8899999999999,0.0,1189.8899999999999,0.0,0.0,0.0,0,10.0,0.0,59.0,61.0,1226.0,96.0,22.5,1002.5,1097.5,0.0,28.5,3603.0,-2413.11
40716,0.0,0.0,0.0,0.0,1189.8799999999999,0.0,1189.8799999999999,253.48,296.53999999999996,181.23,0,0.0,86.99,36.0,31.5,1405.86,22.5,25.0,1384.5,1420.0,286.13,13.5,5443.2300000000005,-4253.35
34665,0.0,0.0,0.0,0.0,1189.46,0.0,1189.46,231.02,257.75,319.79,0,0.0,12.0,31.5,0.0,1651.18,25.5,20.0,953.5,1014.5,245.29999999999998,23.5,4785.54,-3596.08
55196,0.0,0.0,0.0,0.0,1189.45,0.0,1189.45,186.74,323.68,553.05,0,0.0,10.0,241.5,76.0,1271.22,280.0,71.0,1066.0,1516.0,382.45,11.5,5989.14,-4799.6900000000005
84358,0.0,63.0,0.0,30.0,1095.74,0.0,1188.74,147.96,262.66,166.32999999999998,0,49.99,9.0,27.0,9.0,1338.33,38.0,32.0,1037.0,1277.5,274.5,29.5,4698.77,-3510.0300000000007
73571,0.0,0.0,0.0,0.0,1187.88,0.0,1187.88,260.82,129.18,180.4,0,9.0,0.0,46.5,172.0,1189.25,54.0,146.0,1151.5,1148.5,255.70999999999998,16.0,4758.86,-3570.9799999999996
15483,0.0,0.0,0.0,0.0,1187.84,0.0,1187.84,403.88,249.6,201.01,0,0.0,0.0,0.0,0.0,1210.37,0.0,11.0,858.0,1140.5,181.42000000000002,4.5,4260.28,-3072.4399999999996
59554,0.0,0.0,0.0,0.0,1187.6200000000001,0.0,1187.6200000000001,0.0,0.0,0.0,0,0.0,69.98,26.0,39.0,1285.5,78.0,0.0,1053.5,1133.5,0.0,24.5,3709.98,-2522.3599999999997
89974,0.0,0.0,0.0,0.0,1187.54,0.0,1187.54,331.83,277.55,307.95,0,29.99,19.0,90.5,40.5,1306.94,84.0,0.0,1031.0,1192.5,285.72,3.0,5000.4800000000005,-3812.9400000000005
90408,0.0,0.0,0.0,0.0,1187.48,0.0,1187.48,229.18,415.93,337.56,0,0.0,49.99,47.5,0.0,1284.4,0.0,0.0,1084.5,1043.5,360.2,209.0,5061.76,-3874.28
66203,0.0,0.0,0.0,0.0,1187.04,0.0,1187.04,445.49,157.96,415.29,0,8.99,0.0,472.5,356.5,845.84,387.5,521.0,263.5,694.5,366.53,230.5,5166.099999999999,-3979.0599999999995
88080,0.0,0.0,0.0,0.0,1186.88,0.0,1186.88,337.55,152.65,245.3,0,0.0,8.99,0.0,0.0,1137.7,0.0,0.0,696.5,835.5,201.83,10.5,3626.52,-2439.64
31509,0.0,116.0,0.0,0.0,1070.64,0.0,1186.64,259.78,275.32,345.93,0,0.0,24.99,37.0,13.0,1324.58,66.5,84.5,1131.0,1195.5,421.84000000000003,49.0,5228.9400000000005,-4042.3
55931,0.0,31.0,0.0,86.0,1069.45,0.0,1186.45,478.18,324.08,223.85,0,0.0,8.99,551.0,495.0,1228.14,403.0,433.0,449.5,1141.5,324.07,8.0,6068.3099999999995,-4881.86
24592,63.0,0.0,0.0,0.0,1122.3600000000001,0.0,1185.3600000000001,426.33,74.69,258.79,0,98.98,49.98,6.0,12.0,950.47,21.0,12.0,1120.0,849.0,56.739999999999995,274.5,4210.48,-3025.1199999999994
69277,0.0,0.0,0.0,0.0,1185.27,0.0,1185.27,171.22,429.81,323.88,0,0.0,8.99,0.0,0.0,1591.0,0.0,0.0,1060.5,1046.0,315.5,0.0,4946.9,-3761.6299999999997
71752,0.0,0.0,0.0,0.0,1185.09,0.0,1185.09,254.49,245.09,206.13,0,19.99,70.99000000000001,50.5,141.0,1686.61,105.0,100.0,849.5,1209.0,449.19,252.0,5639.49,-4454.4
22425,136.0,151.0,176.0,482.0,0.0,240.0,1185.0,214.07,236.11,276.73,0,124.97999999999999,199.97,245.0,474.0,1344.15,746.0,493.5,299.5,750.5,447.54,26.5,5878.55,-4693.55
35463,0.0,0.0,0.0,0.0,1184.58,0.0,1184.58,286.33,247.97,237.33999999999997,0,0.0,10.0,4.5,18.0,1036.88,16.5,19.5,778.5,733.0,116.73,22.0,3527.25,-2342.67
59553,0.0,0.0,0.0,0.0,1184.42,0.0,1184.42,351.22,409.8,369.37,0,129.97,49.99,457.0,385.0,1070.67,476.5,563.0,119.5,408.0,210.41,5.0,5005.43,-3821.01
90620,0.0,0.0,0.0,0.0,1184.13,0.0,1184.13,284.89,197.76,316.73,0,123.97999999999999,41.989999999999995,79.5,57.5,1311.35,41.0,69.5,965.0,1088.5,381.43,27.5,4986.63,-3802.5
83928,0.0,0.0,0.0,0.0,1183.97,0.0,1183.97,285.9,197.76,298.97,0,74.99,0.0,0.0,0.0,1432.65,0.0,0.0,1164.0,1120.0,246.54,6.5,4827.31,-3643.34
63625,0.0,0.0,0.0,0.0,1183.71,0.0,1183.71,318.37,245.92000000000002,141.02,0,49.99,0.0,24.5,66.0,752.71,10.0,25.5,510.0,689.0,146.11,13.0,2992.1200000000003,-1808.4100000000003
93522,0.0,0.0,73.0,0.0,1110.69,0.0,1183.69,224.88,124.89999999999999,456.93,0,0.0,84.99,53.5,0.0,1296.58,59.0,54.5,1014.5,933.0,314.3,208.5,4825.58,-3641.89
63721,0.0,0.0,0.0,0.0,1183.65,0.0,1183.65,439.38,201.23000000000002,123.26,0,0.0,86.98,0.0,89.0,1232.72,61.5,11.5,908.0,1016.0,204.7,11.5,4385.7699999999995,-3202.1199999999994
51066,0.0,0.0,0.0,0.0,1183.08,0.0,1183.08,331.03,373.26,232.24,0,34.989999999999995,0.0,30.0,37.0,1722.78,130.0,73.0,1361.5,1261.0,268.36,170.5,6025.66,-4842.58
20434,152.0,364.0,261.0,160.0,6.0,240.0,1183.0,244.69,398.58,201.63,0,0.0,10.0,109.0,21.5,1818.64,13.5,43.0,1286.5,1406.0,346.13,28.0,5927.17,-4744.17
62377,0.0,0.0,0.0,0.0,1182.98,0.0,1182.98,380.20000000000005,72.03999999999999,190.2,0,74.99,24.0,24.5,50.0,1533.29,31.0,66.0,1108.5,1238.5,438.57,13.5,5245.29,-4062.31
5589,0.0,0.0,0.0,0.0,1182.5,0.0,1182.5,100.19,172.25,350.82,0,12.0,19.0,16.5,19.5,1543.6399999999999,30.0,36.0,864.0,843.5,660.8199999999999,27.5,4695.719999999999,-3513.2199999999993
64354,0.0,0.0,102.0,0.0,1080.25,0.0,1182.25,0.0,0.0,0.0,0,0.0,8.99,86.0,135.0,1073.0,104.0,62.0,837.0,1007.5,0.0,6.5,3319.99,-2137.74
99481,0.0,0.0,0.0,0.0,1182.19,0.0,1182.19,377.35,468.78,262.64,0,159.98,49.99,0.0,0.0,1756.26,0.0,0.0,1262.5,1204.5,199.58,18.5,5760.08,-4577.889999999999
26824,0.0,0.0,0.0,0.0,1182.13,0.0,1182.13,420.42,346.94,341.83,0,0.0,12.0,37.5,35.0,957.75,13.0,11.5,966.5,919.0,462.04,236.5,4759.9800000000005,-3577.8500000000004
7234,0.0,0.0,0.0,0.0,1181.96,0.0,1181.96,372.05,307.36,320.6,0,12.0,24.99,15.0,6.0,1377.82,16.5,16.5,812.0,798.0,85.10000000000001,25.5,4189.42,-3007.46
89603,0.0,0.0,0.0,0.0,1181.18,0.0,1181.18,255.51,432.26,205.92000000000002,0,10.0,0.0,37.5,86.0,1429.46,56.0,69.0,1182.0,1324.5,203.87,27.5,5319.5199999999995,-4138.339999999999
2574,0.0,0.0,0.0,0.0,1181.07,0.0,1181.07,429.19,42.65,242.45999999999998,0,0.0,0.0,13.5,22.0,1601.23,28.5,12.0,845.0,887.0,146.32999999999998,192.5,4462.36,-3281.29
84283,0.0,90.0,0.0,0.0,1090.59,0.0,1180.59,524.0699999999999,217.98,146.93,0,0.0,0.0,34.5,22.5,1386.63,36.5,186.0,1192.0,1298.0,425.90999999999997,38.0,5509.02,-4328.43
14101,0.0,0.0,0.0,0.0,1180.1100000000001,0.0,1180.1100000000001,195.72,154.07,321.86,0,61.99,0.0,35.0,91.0,1195.52,20.5,53.5,1176.5,1256.0,429.4,20.5,5011.5599999999995,-3831.4499999999994
99275,135.0,129.0,133.0,331.0,212.0,240.0,1180.0,376.33,423.26,364.09,0,49.99,39.989999999999995,75.0,27.0,1328.28,66.5,121.0,888.0,1107.0,369.39,23.5,5259.33,-4079.33
8031,0.0,0.0,0.0,0.0,1179.9,0.0,1179.9,132.86,184.28,269.19,0,12.0,0.0,135.5,83.5,1418.11,95.0,104.5,1294.5,1305.0,173.26,18.5,5226.2,-4046.2999999999997
35840,0.0,0.0,0.0,0.0,1179.58,0.0,1179.58,0.0,0.0,0.0,0,0.0,74.99,34.0,27.0,1111.5,21.0,0.0,1199.5,1348.5,0.0,17.0,3833.49,-2653.91
85635,86.0,283.0,261.0,309.0,0.0,240.0,1179.0,336.93,238.35999999999999,327.54,0,34.989999999999995,19.99,342.0,411.5,1127.15,398.5,395.0,210.0,673.0,121.63,0.0,4636.59,-3457.59
26232,267.0,202.0,282.0,159.0,29.0,240.0,1179.0,311.84,409.39,428.58,0,38.989999999999995,0.0,25.5,122.5,1328.19,122.5,72.0,1119.0,1284.0,358.16,291.5,5912.15,-4733.15
73344,0.0,0.0,0.0,0.0,1179.0,0.0,1179.0,578.76,312.45,374.7,0,58.980000000000004,49.99,414.0,439.0,959.3,342.5,521.5,450.5,731.0,277.97,245.0,5755.650000000001,-4576.650000000001
3296,0.0,0.0,0.0,0.0,1178.61,0.0,1178.61,211.02,421.43,272.85,0,0.0,49.99,503.0,471.0,807.91,743.0,526.0,187.5,470.0,455.7,3.0,5122.4,-3943.79
25652,0.0,0.0,0.0,0.0,1178.25,0.0,1178.25,509.61,117.75,258.15,0,8.99,0.0,0.0,0.0,484.17,0.0,0.0,402.0,314.5,285.92,8.0,2389.09,-1210.8400000000001
17434,0.0,0.0,0.0,0.0,1178.1,0.0,1178.1,371.43,348.77,189.8,0,12.0,0.0,48.0,66.5,1748.38,9.5,0.0,1104.5,1155.0,345.31,236.0,5635.1900000000005,-4457.09
97171,0.0,0.0,0.0,0.0,1178.04,0.0,1178.04,328.78,592.04,357.34,0,0.0,0.0,0.0,25.0,1701.48,0.0,11.5,1071.5,1119.0,100.41,7.0,5314.049999999999,-4136.009999999999
86266,341.0,331.0,69.0,179.0,18.0,240.0,1178.0,414.1,305.32,264.69,0,29.99,149.98,4.5,3.0,1171.85,13.5,21.0,892.0,924.0,84.08,9.5,4287.51,-3109.51
61506,309.0,210.0,111.0,126.0,182.0,240.0,1178.0,147.76,308.16,139.79,0,83.99,0.0,186.0,114.5,1811.26,170.0,204.5,1098.0,1000.5,172.45,3.5,5440.41,-4262.41
81302,0.0,0.0,0.0,0.0,1177.86,0.0,1177.86,227.34,210.01,128.57,0,0.0,0.0,113.5,151.0,551.44,156.0,252.5,76.5,239.5,184.29000000000002,14.0,2304.65,-1126.7900000000002
25613,0.0,109.0,0.0,0.0,1068.78,0.0,1177.78,358.16,343.26,306.53000000000003,0,19.99,0.0,438.5,536.5,1028.72,424.5,442.0,319.5,688.5,251.64000000000001,286.5,5444.3,-4266.52
46860,0.0,0.0,0.0,0.0,1177.76,0.0,1177.76,363.06,465.92,267.14,0,0.0,0.0,386.0,367.5,959.59,372.5,507.5,193.0,880.0,328.99,10.5,5101.7,-3923.9399999999996
42644,0.0,0.0,0.0,0.0,1177.58,0.0,1177.58,0.0,0.0,0.0,0,99.97999999999999,24.99,39.0,42.0,1129.0,37.5,21.0,925.0,861.5,0.0,12.0,3191.9700000000003,-2014.3900000000003
59444,94.0,382.0,265.0,196.0,0.0,240.0,1177.0,262.86,280.81,342.05,0,73.99000000000001,0.0,95.5,36.5,1272.87,50.5,113.0,960.5,1159.5,192.65,225.5,5066.23,-3889.2299999999996
55374,0.0,0.0,0.0,0.0,1176.99,0.0,1176.99,273.68,218.16,71.02000000000001,0,0.0,0.0,415.5,367.5,718.36,362.5,466.5,308.0,692.0,374.49,8.0,4275.71,-3098.7200000000003
15347,0.0,0.0,0.0,0.0,1176.43,0.0,1176.43,156.12,207.54,130.4,0,83.99,24.0,71.0,42.0,1695.1,78.5,131.5,1386.0,1177.5,152.25,6.0,5341.9,-4165.469999999999
51546,40.0,0.0,0.0,0.0,1136.25,0.0,1176.25,368.78000000000003,189.79,391.62,0,9.0,29.99,21.0,42.0,1072.07,46.0,47.5,728.0,870.0,301.23,12.0,4128.98,-2952.7299999999996
58922,0.0,0.0,0.0,0.0,1176.18,0.0,1176.18,322.65,216.13,331.64,0,0.0,20.0,10.5,10.5,1181.01,1.5,7.5,1021.5,858.5,295.31,10.5,4287.24,-3111.0599999999995
5984,111.0,0.0,0.0,36.0,1028.6,0.0,1175.6,339.78,209.57999999999998,215.1,0,29.99,19.99,350.5,551.0,1187.11,433.0,420.5,248.5,1002.5,360.42,22.5,5390.47,-4214.870000000001
52673,0.0,0.0,0.0,0.0,1175.56,0.0,1175.56,117.55000000000001,232.24,293.46999999999997,0,19.99,0.0,109.0,67.0,1483.02,205.5,194.5,649.0,1037.5,300.2,237.5,4946.47,-3770.9100000000003
15954,0.0,0.0,0.0,0.0,1175.47,0.0,1175.47,406.12,239.59,504.49,0,0.0,0.0,0.0,0.0,1134.32,0.0,0.0,1048.0,857.5,325.49,12.5,4528.01,-3352.54
11786,0.0,0.0,0.0,0.0,1175.19,0.0,1175.19,187.55,260.82,412.26,0,24.99,0.0,449.5,555.5,1320.06,398.0,448.5,253.0,881.0,179.38,14.0,5384.56,-4209.370000000001
59864,0.0,0.0,0.0,0.0,1175.02,0.0,1175.02,239.8,468.15999999999997,173.45999999999998,0,0.0,9.0,35.0,48.5,1131.04,50.5,0.0,1061.5,1181.0,563.26,31.5,4992.72,-3817.7000000000003
75823,381.0,45.0,40.0,450.0,19.0,240.0,1175.0,337.96000000000004,388.77,351.01,0,19.99,92.97999999999999,85.5,86.0,1701.5,41.0,154.5,1529.0,1792.0,76.12,233.0,6889.33,-5714.33
8418,0.0,0.0,0.0,0.0,1174.8,0.0,1174.8,352.03999999999996,278.97,288.16,0,0.0,12.0,76.5,31.0,930.04,68.0,40.0,885.5,711.5,185.3,4.5,3863.51,-2688.71
95213,0.0,345.0,312.0,277.0,0.0,240.0,1174.0,199.79999999999998,292.45,442.44,0,0.0,49.99,153.0,440.5,800.72,713.5,501.5,211.0,369.5,239.59,18.0,4431.99,-3257.99
17884,165.0,402.0,142.0,225.0,0.0,240.0,1174.0,399.58,670.02,260.61,0,24.99,0.0,13.5,22.5,1575.92,36.0,57.5,909.0,1160.0,377.33,29.0,5535.95,-4361.95
100493,0.0,0.0,0.0,0.0,1173.76,0.0,1173.76,220.2,428.97,284.09000000000003,0,0.0,9.0,580.5,460.0,1239.85,496.5,317.5,234.5,980.5,371.22,11.0,5633.830000000001,-4460.070000000001
80073,0.0,0.0,0.0,0.0,1173.75,0.0,1173.75,279.19,280.2,44.28,0,0.0,19.99,25.5,30.0,1126.46,51.0,39.0,1108.5,962.0,347.95,20.0,4334.07,-3160.3199999999997
60424,0.0,0.0,0.0,0.0,1173.56,0.0,1173.56,0.0,0.0,0.0,0,0.0,61.99,0.0,0.0,1283.0,0.0,0.0,925.5,1138.5,0.0,191.0,3599.99,-2426.43
61464,0.0,0.0,0.0,0.0,1172.66,0.0,1172.66,180.42000000000002,94.28,211.02,0,74.99,29.99,3.0,9.0,1139.18,0.0,6.0,1070.5,1049.0,257.55,20.0,4144.93,-2972.2700000000004
17311,0.0,0.0,0.0,47.0,1125.5,0.0,1172.5,0.0,0.0,0.0,0,0.0,10.0,351.5,512.0,694.5,361.0,439.5,416.0,841.0,0.0,9.5,3635.0,-2462.5
27784,0.0,0.0,0.0,0.0,1172.41,0.0,1172.41,287.96,331.85,249.39,0,10.0,0.0,23.5,20.0,1466.04,35.0,0.0,1260.0,1047.5,403.08000000000004,258.5,5392.82,-4220.41
32437,0.0,0.0,0.0,0.0,1172.3,0.0,1172.3,237.35,340.0,313.69,0,0.0,19.99,73.0,0.0,1305.76,32.5,35.0,910.0,1048.5,396.12,8.5,4720.41,-3548.1099999999997
15613,0.0,32.0,0.0,0.0,1140.15,0.0,1172.15,379.39,281.83,391.64,0,10.0,74.99,61.0,38.0,1466.84,49.5,51.0,960.0,1142.0,316.94,218.0,5441.13,-4268.98
95949,0.0,0.0,0.0,0.0,1171.6,0.0,1171.6,219.19,253.47,390.61,0,0.0,0.0,0.0,11.0,1878.59,0.0,0.0,1551.5,1735.5,196.53,6.5,6242.889999999999,-5071.289999999999
51982,0.0,0.0,0.0,0.0,1171.59,0.0,1171.59,125.51,114.28,475.09999999999997,0,8.99,8.99,413.0,658.0,875.32,419.0,459.5,365.5,1033.0,207.34,14.0,5177.530000000001,-4005.9400000000005
43016,0.0,0.0,0.0,0.0,1171.31,0.0,1171.31,419.19,196.12,400.82,0,8.99,8.99,414.5,423.5,1176.6,538.0,548.5,340.0,642.5,133.88,193.0,5444.59,-4273.280000000001
35709,0.0,0.0,0.0,0.0,1171.2,0.0,1171.2,344.92,271.83,602.05,0,0.0,70.98,77.5,70.5,1190.27,63.0,50.5,1061.5,1126.0,379.6,9.5,5318.150000000001,-4146.950000000001
97810,0.0,76.0,0.0,0.0,1094.92,0.0,1170.92,184.08,186.72,443.46000000000004,0,0.0,59.99,0.0,85.0,1321.18,98.0,0.0,1115.5,1532.5,320.61,212.5,5559.54,-4388.62
70435,0.0,0.0,107.0,0.0,1063.9,0.0,1170.9,292.04,337.15999999999997,215.71,0,0.0,22.0,0.0,0.0,1598.47,11.0,29.0,1228.0,1063.0,336.94,240.5,5373.82,-4202.92
38171,0.0,0.0,0.0,0.0,1170.72,0.0,1170.72,356.34000000000003,138.98,315.31,0,124.97,19.99,75.5,87.0,1385.38,172.0,0.0,1288.5,1156.5,151.83,12.0,5284.3,-4113.58
80508,0.0,0.0,0.0,0.0,1170.15,0.0,1170.15,404.9,350.82,249.39,0,33.989999999999995,74.99,33.0,21.0,1152.84,24.0,34.5,839.5,992.0,336.13,23.5,4570.56,-3400.4100000000003
18219,0.0,0.0,0.0,51.0,1119.02,0.0,1170.02,313.45,304.48,258.36,0,0.0,0.0,0.0,0.0,1335.09,0.0,0.0,1058.0,1184.0,363.68,21.0,4838.06,-3668.0400000000004
32859,0.0,0.0,0.0,0.0,1169.39,0.0,1169.39,241.22,346.33,156.32999999999998,0,0.0,0.0,18.5,21.5,1469.12,83.5,105.5,1346.0,1236.5,297.14,3.5,5325.14,-4155.75
1786,0.0,0.0,0.0,0.0,1169.16,0.0,1169.16,167.15,377.34000000000003,345.12,0,0.0,12.0,27.0,26.0,1315.19,99.5,25.5,1071.0,1047.0,383.68,176.5,5072.9800000000005,-3903.8200000000006
40160,0.0,0.0,0.0,0.0,1169.1,0.0,1169.1,341.23,196.94,245.51,0,0.0,0.0,10.5,3.0,943.14,9.0,4.5,743.0,1073.5,271.02,22.0,3863.34,-2694.2400000000002
16544,0.0,0.0,0.0,0.0,1169.02,0.0,1169.02,0.0,0.0,0.0,0,0.0,0.0,13.5,7.5,739.5,3.0,9.0,1140.5,1012.5,0.0,22.5,2948.0,-1778.98
1784,0.0,0.0,0.0,0.0,1168.84,0.0,1168.84,521.43,174.5,334.9,0,0.0,12.0,421.5,469.0,1385.12,420.5,462.5,360.5,606.5,295.29,9.0,5472.74,-4303.9
55071,266.0,193.0,207.0,208.0,54.0,240.0,1168.0,148.99,270.42,357.33,0,9.0,9.0,11.5,24.5,1465.34,49.0,42.0,845.5,1193.5,300.2,3.5,4729.78,-3561.7799999999997
67119,438.0,271.0,95.0,107.0,17.0,240.0,1168.0,0.0,0.0,0.0,0,0.0,0.0,58.5,130.5,870.0,156.5,87.5,1135.0,916.0,0.0,37.5,3391.5,-2223.5
82756,0.0,0.0,0.0,0.0,1167.99,0.0,1167.99,136.52,129.8,182.24,0,34.989999999999995,0.0,111.5,86.0,1647.56,36.5,77.5,1082.0,1081.0,301.41999999999996,10.0,4917.030000000001,-3749.040000000001
58354,0.0,0.0,0.0,0.0,1167.35,0.0,1167.35,141.83,186.53,247.95999999999998,0,29.99,0.0,422.5,350.0,801.05,502.5,407.0,53.5,439.5,208.56,0.0,3790.9199999999996,-2623.5699999999997
43792,0.0,0.0,0.0,0.0,1167.22,0.0,1167.22,216.33,371.43,275.11,0,31.99,0.0,564.5,471.0,1327.77,730.5,511.0,305.5,600.0,498.57,221.5,6125.2,-4957.98
96941,0.0,0.0,30.0,0.0,1137.18,0.0,1167.18,131.02,266.53,119.58999999999999,0,18.990000000000002,0.0,451.0,282.0,1058.37,435.5,265.5,174.0,675.5,162.85999999999999,22.0,4062.86,-2895.6800000000003
75182,0.0,0.0,0.0,0.0,1166.52,0.0,1166.52,147.15,373.28,459.79,0,59.98,24.99,138.0,36.5,1578.51,39.5,32.5,1119.0,1205.5,291.43,16.0,5522.13,-4355.610000000001
10454,0.0,31.0,0.0,0.0,1135.39,0.0,1166.39,211.63,413.47,253.48,0,0.0,34.989999999999995,430.5,475.0,682.97,208.0,399.5,134.5,624.5,214.09,44.0,4126.63,-2960.24
94072,0.0,0.0,0.0,0.0,1166.33,0.0,1166.33,316.53,187.76,325.92,0,0.0,0.0,0.0,0.0,1180.63,0.0,0.0,1042.5,753.0,182.44,5.0,3993.78,-2827.4500000000003
93241,0.0,0.0,0.0,0.0,1166.29,0.0,1166.29,363.25,85.1,304.08,0,0.0,0.0,15.5,82.5,1104.86,37.5,15.5,1183.0,1336.0,224.91,17.0,4769.2,-3602.91
36426,0.0,89.0,0.0,0.0,1077.22,0.0,1166.22,239.39,256.53,338.77,0,0.0,0.0,526.0,365.0,1232.14,290.0,373.0,467.5,889.5,428.17,289.0,5695.0,-4528.78
56826,83.0,0.0,0.0,0.0,1083.15,0.0,1166.15,407.35,331.65,374.49,0,28.979999999999997,79.98,0.0,94.5,1077.74,62.5,20.0,1099.0,1273.5,112.46,16.5,4978.650000000001,-3812.5000000000005
69632,0.0,0.0,0.0,0.0,1166.12,0.0,1166.12,281.24,286.94,390.61,0,0.0,0.0,355.5,475.5,1020.66,755.0,653.0,87.0,559.0,240.41,197.5,5302.36,-4136.24
28521,0.0,0.0,0.0,0.0,1165.45,0.0,1165.45,69.8,371.43,240.2,0,38.98,0.0,132.5,58.5,1110.3,11.0,141.5,1010.0,1113.5,122.65,9.5,4429.86,-3264.41
30772,0.0,163.0,0.0,0.0,1002.3199999999999,0.0,1165.32,225.29999999999998,372.87,214.9,0,29.99,49.99,10.5,18.0,1151.54,4.5,10.5,954.0,762.5,538.78,3.5,4346.87,-3181.55
94332,0.0,0.0,0.0,0.0,1165.1200000000001,0.0,1165.1200000000001,0.0,0.0,0.0,0,0.0,38.98,358.5,405.0,706.5,341.0,414.0,420.0,724.5,0.0,15.0,3423.48,-2258.3599999999997
